airport_code,viz_count,avg_visibility,median_visibility,max_visibility,min_visibility,std_visibility,AIRPORT NAME,LOCATION,ST,PROCEDURE NAME,LPV or LP,DA OR MDA,VIS,HAT,ILS to Rwy (Y/N),Rwy End Cntr,ILS @ Arpt (Y/N),WAAS CHANNEL #
KPVW,2,7.5,7.5,10.0,5.0,3.5355339059327378,HALE COUNTY,PLAINVIEW,TX,RNAV (GPS) RWY 04,LPV,3624,1,250,N,1.0,N,53302
KSAF,2,7.5,7.5,10.0,5.0,3.5355339059327378,SANTA FE MUNI,SANTA FE,NM,RNAV (GPS) RWY 02,LPV,6503, 0.75,200,Y,1.0,Y,63039
KMVE,2,5.5,5.5,7.0,4.0,2.1213203435596424,MONTEVIDEO-CHIPPEWA COUNTY,MONTEVIDEO,MN,RNAV (GPS) RWY 14,LPV,1284,1,250,N,1.0,N,58030
KSPA,2,8.5,8.5,10.0,7.0,2.1213203435596424,SPARTANBURG DOWNTOWN MEMORIAL,SPARTANBURG,SC,RNAV (GPS) RWY 05,LPV,1001, 0.5,200,Y,1.0,Y,61226
KPIB,2,7.5,7.5,10.0,5.0,3.5355339059327378,HATTIESBURG-LAUREL RGNL,HATTIESBURG/LAUREL,MS,RNAV (GPS) RWY 18,LPV,498, 0.5,200,Y,1.0,Y,49201
KSOP,2,8.0,8.0,10.0,6.0,2.8284271247461903,MOORE COUNTY,PINEHURST/SOUTHERN PINES,NC,RNAV (GPS) RWY 23,LPV,693,1,250,N,1.0,Y,42726
KOTH,2,5.125,5.125,10.0,0.25,6.894291116568838,SOUTHWEST OREGON RGNL,NORTH BEND,OR,RNAV (GPS) Y RWY 04,LPV,319, 0.5,303,Y,1.0,Y,82416
KOWB,2,9.5,9.5,10.0,9.0,0.7071067811865476,OWENSBORO-DAVIESS COUNTY RGNL,OWENSBORO,KY,RNAV (GPS) RWY 06,LPV,660,0.875,255,N,1.0,Y,40430
KMKO,2,6.5,6.5,10.0,3.0,4.949747468305833,MUSKOGEE-DAVIS RGNL,MUSKOGEE,OK,RNAV (GPS) RWY 31,LPV,843,1,250,N,1.0,N,42807
KLHX,2,4.875,4.875,9.0,0.75,5.833630944789017,LA JUNTA MUNI,LA JUNTA,CO,RNAV (GPS) RWY 26,LPV,4438,1,250,N,1.0,N,93813
KPAH,2,8.5,8.5,10.0,7.0,2.1213203435596424,BARKLEY RGNL,PADUCAH,KY,RNAV (GPS) RWY 14,LPV,716,1,323,N,1.0,Y,48933
KPBF,2,5.875,5.875,10.0,1.75,5.833630944789017,PINE BLUFF RGNL AIRPORT GRIDER FIELD,PINE BLUFF,AR,RNAV (GPS) RWY 18,LPV,459, 0.75,253,Y,1.0,Y,40420
KSLE,2,9.5,9.5,10.0,9.0,0.7071067811865476,MCNARY FLD,SALEM,OR,RNAV (GPS) RWY 31,LPV,414,2400,200,Y,1.0,Y,86202
KMKL,2,8.5,8.5,10.0,7.0,2.1213203435596424,MC KELLAR-SIPES RGNL,JACKSON,TN,RNAV (GPS) RWY 20,LPV,710,1,292,N,1.0,Y,40312
KSGU,2,8.5,8.5,10.0,7.0,2.1213203435596424,ST GEORGE MUNI,ST GEORGE,UT,RNAV (GPS) RWY 01,LPV,3171,1,319,N,1.0,N,50220
KLOZ,2,7.0,7.0,10.0,4.0,4.242640687119285,LONDON-CORBIN ARPT-MAGEE FIELD,LONDON,KY,RNAV (GPS) RWY 06,LPV,1466,1,254,Y,1.0,Y,65799
KPDT,2,6.5,6.5,9.0,4.0,3.5355339059327378,EASTERN OREGON RGNL AT PENDLETON,PENDLETON,OR,RNAV (GPS) RWY 29,LPV,1747,1,250,N,1.0,Y,42513
KSDM,2,9.5,9.5,10.0,9.0,0.7071067811865476,BROWN FIELD MUNI,SAN DIEGO,CA,RNAV (GPS) RWY 08L,LPV,726, 0.75,200,N,1.0,N,56534
KSDF,2,9.0,9.0,10.0,8.0,1.4142135623730951,LOUISVILLE INTL-STANDIFORD FIELD,LOUISVILLE,KY,RNAV (GPS) Y RWY 17R,LPV,685,1800,200,Y,1.0,Y,57909
KLRU,2,8.5,8.5,10.0,7.0,2.1213203435596424,LAS CRUCES INTL,LAS CRUCES,NM,RNAV (GPS) RWY 30,LPV,4644, 0.5,200,Y,1.0,Y,63136
KSCD,2,4.75,4.75,7.0,2.5,3.181980515339464,MERKEL FIELD SYLACAUGA MUNI,SYLACAUGA,AL,RNAV (GPS) RWY 09,LPV,979,1.375,410,N,1.0,N,40216
KLSE,2,6.0,6.0,8.0,4.0,2.8284271247461903,LA CROSSE RGNL,LA CROSSE,WI,RNAV (GPS) RWY 04,LP,1200,1,546,N,1.0,Y,82622
KSBA,2,9.5,9.5,10.0,9.0,0.7071067811865476,SANTA BARBARA MUNI,SANTA BARBARA,CA,RNAV (GPS) RWY 07,LPV,380,4000,367,Y,1.0,Y,78306
KLUD,2,8.5,8.5,10.0,7.0,2.1213203435596424,DECATUR MUNI,DECATUR,TX,RNAV (GPS) RWY 17,LPV,1297,1,250,N,1.0,N,40107
BDH,2,7.0,7.0,10.0,4.0,4.242640687119285,WILLMAR MUNI-JOHN L RICE FIELD,WILLMAR,MN,RNAV (GPS) RWY 31,LPV,1326, 0.75,200,N,1.0,Y,72632
BBG,2,8.0,8.0,10.0,6.0,2.8284271247461903,BRANSON,BRANSON,MO,RNAV (GPS) RWY 14,LPV,1525,1,250,N,1.0,Y,49111
KGXY,2,9.5,9.5,10.0,9.0,0.7071067811865476,GREELEY-WELD COUNTY,GREELEY,CO,RNAV (GPS) RWY 10,LPV,4911, 0.75,250,N,1.0,Y,62900
KHKY,2,5.5,5.5,7.0,4.0,2.1213203435596424,HICKORY RGNL,HICKORY,NC,RNAV (GPS) RWY 01,LP,1580,1,426,N,1.0,Y,49221
KEFD,2,6.5,6.5,10.0,3.0,4.949747468305833,ELLINGTON,HOUSTON,TX,RNAV (GPS) RWY 22,LPV,231,1800,200,Y,1.0,Y,61111
KCAO,2,9.5,9.5,10.0,9.0,0.7071067811865476,CLAYTON MUNI ARPK,CLAYTON,NM,RNAV (GPS) RWY 20,LPV,5220, 0.75,250,N,1.0,N,42833
KHDC,2,5.125,5.125,10.0,0.25,6.894291116568838,HAMMOND NORTHSHORE RGNL,HAMMOND,LA,RNAV (GPS) RWY 36,LPV,293, 0.75,250,N,1.0,Y,42718
KFVE,2,9.5,9.5,10.0,9.0,0.7071067811865476,NORTHERN AROOSTOOK RGNL,FRENCHVILLE,ME,RNAV (GPS) RWY 32 AMDT 2,LPV,1187,1,200,N,1.0,N,42942
KCAD,2,5.75,5.75,10.0,1.5,6.010407640085654,WEXFORD COUNTY,CADILLAC,MI,RNAV (GPS) RWY 07,LPV,1507, 0.75,200,Y,1.0,Y,86413
KFTY,2,8.5,8.5,10.0,7.0,2.1213203435596424,FULTON COUNTY AIRPORT-BROWN FIELD,ATLANTA,GA,RNAV (GPS) RWY 26,LP,1360,1,546,N,1.0,Y,65930
KCNY,2,9.0,9.0,10.0,8.0,1.4142135623730951,CANYONLANDS FIELD,MOAB,UT,RNAV (GPS) RWY 03,LP,5340,1,782,N,1.0,N,93642
KECP,2,8.0,8.0,10.0,6.0,2.8284271247461903,NORTHWEST FLORIDA BEACHES INTL,PANAMA CITY,FL,RNAV (GPS) RWY 16,LPV,269, 0.5,200,Y,1.0,Y,63017
KCOQ,2,7.0,7.0,10.0,4.0,4.242640687119285,CLOQUET CARLTON COUNTY,CLOQUET,MN,RNAV (GPS) RWY 35,LPV,1522,1,250,N,1.0,N,82429
KBVS,2,9.5,9.5,10.0,9.0,0.7071067811865476,SKAGIT RGNL,BURLINGTON/MOUNT VERNON,WA,RNAV (GPS) RWY 11,LPV,500,1.125,355,N,1.0,N,53500
KCPC,2,7.5,7.5,10.0,5.0,3.5355339059327378,COLUMBUS COUNTY MUNI,WHITEVILLE,NC,RNAV (GPS) RWY 24,LPV,374,1,288,N,1.0,N,86638
KACT,2,8.0,8.0,10.0,6.0,2.8284271247461903,WACO RGNL,WACO,TX,RNAV (GPS) RWY 14,LPV,758, 0.75,250,N,1.0,Y,56520
KBTV,2,6.25,6.25,10.0,2.5,5.303300858899107,BURLINGTON INTL,BURLINGTON,VT,RNAV (GPS) Z RWY 33,LPV,535,4000,200,Y,1.0,Y,65812
KAYS,2,2.625,2.625,5.0,0.25,3.3587572106361008,WAYCROSS-WARE COUNTY,WAYCROSS,GA,RNAV (GPS) RWY 19,LPV,340, 0.5,200,Y,1.0,Y,45509
KEQA,2,6.0,6.0,10.0,2.0,5.656854249492381,EL DORADO/CAPTAIN JACK THOMAS MEMORIAL,EL DORADO,KS,RNAV (GPS) RWY 15,LPV,1623,1,250,N,1.0,N,56334
KCRE,2,8.0,8.0,10.0,6.0,2.8284271247461903,GRAND STRAND,NORTH MYRTLE BEACH,SC,RNAV (GPS) RWY 23,LPV,229, 0.5,200,Y,1.0,Y,42819
KABE,2,9.5,9.5,10.0,9.0,0.7071067811865476,LEHIGH VALLEY INTL,ALLENTOWN,PA,RNAV (GPS) RWY 24,LPV,587,4000,200,Y,1.0,Y,40332
KAUW,2,7.0,7.0,9.0,5.0,2.8284271247461903,WAUSAU DOWNTOWN,WAUSAU,WI,RNAV (GPS) RWY 31,LPV,1445,0.875,250,N,1.0,N,45730
KALB,2,8.5,8.5,10.0,7.0,2.1213203435596424,ALBANY INTL,ALBANY,NY,RNAV (GPS) RWY 10,LP,840,1,562,N,1.0,Y,97523
KATW,2,6.0,6.0,10.0,2.0,5.656854249492381,APPLETON INTL,APPLETON,WI,RNAV (GPS) RWY 30,LPV,1075, 0.5,200,Y,1.0,Y,42517
KANW,2,8.5,8.5,10.0,7.0,2.1213203435596424,AINSWORTH RGNL,AINSWORTH,NE,RNAV (GPS) RWY 17,LPV,2789, 0.5,200,N,1.0,N,70417
KCGF,2,7.5,7.5,10.0,5.0,3.5355339059327378,CUYAHOGA COUNTY,CLEVELAND,OH,RNAV (GPS) RWY 24,LPV,1073, 0.5,200,Y,1.0,Y,42528
KGFK,2,7.0,7.0,10.0,4.0,4.242640687119285,GRAND FORKS INTL,GRAND FORKS,ND,RNAV (GPS) RWY 09L,LPV,1093,1,250,N,1.0,Y,58104
KGHW,2,8.5,8.5,10.0,7.0,2.1213203435596424,GLENWOOD MUNI,GLENWOOD,MN,RNAV (GPS) RWY 15,LPV,1641, 0.75,250,N,1.0,N,70333
KCHA,2,7.5,7.5,10.0,5.0,3.5355339059327378,LOVELL FIELD,CHATTANOOGA,TN,RNAV (GPS) RWY 02,LPV,883,2400,200,Y,1.0,Y,65605
KGKY,2,7.0,7.0,10.0,4.0,4.242640687119285,ARLINGTON MUNI,ARLINGTON,TX,RNAV (GPS) RWY 34,LPV,797, 0.75,200,Y,1.0,Y,93827
KELY,2,9.5,9.5,10.0,9.0,0.7071067811865476,ELY ARPT /YELLAND FLD/,ELY,NV,RNAV (GPS) RWY 18,LPV,6635,1.375,410,N,1.0,N,42823
KGNC,2,8.5,8.5,10.0,7.0,2.1213203435596424,GAINES COUNTY,SEMINOLE,TX,RNAV (GPS) RWY 35,LPV,3528,1,250,N,1.0,N,72918
KCKB,2,9.5,9.5,10.0,9.0,0.7071067811865476,NORTH CENTRAL WEST VIRGINIA,CLARKSBURG,WV,RNAV (GPS) RWY 03,LP,1780,5500,592,N,1.0,Y,77541
KCMI,2,5.5,5.5,7.0,4.0,2.1213203435596424,UNIVERSITY OF ILLINOIS-WILLARD,CHAMPAIGN/URBANA,IL,RNAV (GPS) RWY 04,LPV,1001,1,250,N,1.0,Y,58311
KGCM,2,6.5,6.5,10.0,3.0,4.949747468305833,CLAREMORE RGNL,CLAREMORE,OK,RNAV (GPS) RWY 18,LPV,968, 0.75,250,N,1.0,N,63214
KGRN,2,8.5,8.5,10.0,7.0,2.1213203435596424,GORDON MUNI,GORDON,NE,RNAV (GPS) RWY 04,LPV,3936,1.25,391,N,1.0,N,65909
KAPF,2,9.5,9.5,10.0,9.0,0.7071067811865476,NAPLES MUNI,NAPLES,FL,RNAV (GPS) RWY 23,LPV,313,1,305,N,1.0,N,69314
KGUY,2,7.0,7.0,10.0,4.0,4.242640687119285,GUYMON MUNI,GUYMON,OK,RNAV (GPS) RWY 36,LPV,3359,1,250,N,1.0,N,50525
KGVT,2,8.5,8.5,10.0,7.0,2.1213203435596424,MAJORS,GREENVILLE,TX,RNAV (GPS) RWY 17,LPV,734,1,200,Y,1.0,Y,86205
KERV,2,7.5,7.5,10.0,5.0,3.5355339059327378,KERRVILLE MUNI/LOUIS SCHREINER FIELD,KERVILLE,TX,RNAV (GPS) RWY 12,LPV,1836,1,250,N,1.0,N,45628
KCDC,2,5.375,5.375,10.0,0.75,6.540737725975565,CEDAR CITY RGNL,CEDAR CITY,UT,RNAV (GPS) RWY 20,LPV,5820, 0.5,220,Y,1.0,Y,72640
KHJO,2,7.5,7.5,10.0,5.0,3.5355339059327378,HANFORD MUNI,HANFORD,CA,RNAV (GPS) RWY 32 AMDT 2,LPV,233, 0.75,250,N,1.0,N,70344
KABI,2,7.5,7.5,10.0,5.0,3.5355339059327378,ABILENE RGNL,ABILENE,TX,RNAV (GPS) RWY 17L,LPV,2041, 0.75,250,N,1.0,Y,50317
KDVL,2,9.5,9.5,10.0,9.0,0.7071067811865476,DEVILS LAKE RGNL,DEVILS LAKE,ND,RNAV (GPS) RWY 31,LPV,1633, 0.5,200,Y,1.0,Y,58314
KEZM,2,7.5,7.5,10.0,5.0,3.5355339059327378,HEART OF GEORGIA RGNL,EASTMAN,GA,RNAV (GPS) RWY 20,LPV,602,1,299,N,1.0,Y,56436
KBTR,2,9.0,9.0,10.0,8.0,1.4142135623730951,BATON ROUGE METROPOLITAN - RYAN FIELD,BATON ROUGE,LA,RNAV (GPS) RWY 13,LPV,267, 0.5,200,Y,1.0,Y,72817
K2M2,2,8.5,8.5,10.0,7.0,2.1213203435596424,LAWRENCEBURG-LAWRENCE COUNTY,LAWRENCEBURG,TN,RNAV (GPS) RWY 35,LPV,1293,1.125,366,N,1.0,N,61335
KDMN,2,8.0,8.0,10.0,6.0,2.8284271247461903,DEMING MUNI,DEMING,NM,RNAV (GPS) RWY 22,LPV,4560,1,250,N,1.0,N,70419
KHXD,2,9.5,9.5,10.0,9.0,0.7071067811865476,HILTON HEAD,HILTON HEAD ISLAND,SC,RNAV (GPS) RWY 03,LPV,321,1,302,N,1.0,N,45641
KBGE,2,5.75,5.75,10.0,1.5,6.010407640085654,DECATUR COUNTY INDUSTRIAL AIR PARK,BAINBRIDGE,GA,RNAV (GPS) RWY 27,LPV,334, 0.5,200,Y,1.0,Y,40315
KDIK,2,9.5,9.5,10.0,9.0,0.7071067811865476,DICKINSON - THEODORE ROOSEVELT RGNL,DICKINSON,ND,RNAV (GPS) RWY 25,LP,2980,1,388,N,1.0,Y,82534
K2F5,2,8.5,8.5,10.0,7.0,2.1213203435596424,LAMESA MUNI,LAMESA,TX,RNAV (GPS) RWY 34,LPV,3194, 0.75,200,N,1.0,N,56626
KCVG,2,8.5,8.5,10.0,7.0,2.1213203435596424,CINCINNATI/NORTHERN KENTUCKY INTL,COVINGTON,KY,RNAV (GPS) Y RWY 18L,LPV,1089,1800,200,Y,1.0,Y,40103
KCWA,2,3.0,3.0,5.0,1.0,2.8284271247461903,CENTRAL WISCONSIN,MOSINEE,WI,RNAV (GPS) RWY 08,LPV,1474, 0.5,200,Y,1.0,Y,42820
KIDP,2,5.5,5.5,10.0,1.0,6.363961030678928,INDEPENDENCE MUNI,INDEPENDENCE,KS,RNAV (GPS) RWY 17,LPV,1021, 0.75,200,N,1.0,Y,50338
KDFW,2,8.0,8.0,10.0,6.0,2.8284271247461903,DALLAS/FORT WORTH INTL,DALLAS-FORT WORTH,TX,RNAV (GPS) Y RWY 31R,LP,880,2400,357,Y,1.0,Y,90342
KDEN,2,9.5,9.5,10.0,9.0,0.7071067811865476,DENVER INTL,DENVER,CO,RNAV (GPS) Y RWY 25,LPV,5555,2400,200,Y,1.0,Y,40428
KIFP,2,15.0,15.0,20.0,10.0,7.0710678118654755,LAUGHLIN/BULLHEAD INTL,BULLHEAD CITY,AZ,RNAV (GPS) RWY 16,LP,1860,1.25,1214,N,1.0,N,82624
KBHC,2,5.75,5.75,10.0,1.5,6.010407640085654,BAXLEY MUNI,BAXLEY,GA,RNAV (GPS) RWY 26,LP,540,1,339,N,1.0,N,70727
KFKL,2,6.5,6.5,10.0,3.0,4.949747468305833,VENANGO RGNL ,FRANKLIN,PA,RNAV (GPS) RWY 21,LPV,1803, 0.5,263,Y,1.0,Y,77501
KFLO,2,9.5,9.5,10.0,9.0,0.7071067811865476,FLORENCE RGNL,FLORENCE,SC,RNAV (GPS) RWY 27,LPV,474,1.25,335,N,1.0,Y,61310
KFLL,2,7.5,7.5,10.0,5.0,3.5355339059327378,FORT LAUDERDALE/HOLLYWOOD INTL,FORT LAUDERDALE,FL,RNAV (GPS) Z RWY 10L,LPV,257,4000,250,Y,1.0,Y,48902
KFPR,2,8.5,8.5,10.0,7.0,2.1213203435596424,TREASURE COAST INTL,FORT PIERCE,FL,RNAV (GPS) RWY 10R,LPV,273, 0.75,250,Y,1.0,Y,69529
KBKX,2,7.5,7.5,10.0,5.0,3.5355339059327378,BROOKINGS RGNL,BROOKINGS,SD,RNAV (GPS) RWY 12,LPV,1821, 0.5,200,Y,1.0,Y,73036
KHRL,2,5.375,5.375,10.0,0.75,6.540737725975565,VALLEY INTL,HARLINGEN,TX,RNAV (GPS) Y RWY 17R,LPV,235,2400,200,Y,1.0,Y,50131
KEVV,2,8.5,8.5,10.0,7.0,2.1213203435596424,EVANSVILLE RGNL,EVANSVILLE,IN,RNAV (GPS) RWY 22,LPV,622,2400,200,Y,1.0,Y,42512
KHTS,2,6.5,6.5,10.0,3.0,4.949747468305833,TRI-STATE/MILTON J FERGUSON FIELD,HUNTINGTON,WV,RNAV (GPS) RWY 12,LPV,1027,4000,200,Y,1.0,Y,45699
KBBW,2,9.0,9.0,10.0,8.0,1.4142135623730951,BROKEN BOW MUNI/KEITH GLAZE FLD,BROKEN BOW,NE,RNAV (GPS) RWY 14,LPV,2801,1,255,N,1.0,N,72609
K79J,2,6.5,6.5,10.0,3.0,4.949747468305833,SOUTH ALABAMA RGNL AT BILL BENTON FIELD,ANDALUSIA/OPP,AL,RNAV (GPS) RWY 29,LPV,630,1.25,322,N,1.0,N,60929
KDTS,2,8.0,8.0,10.0,6.0,2.8284271247461903,DESTIN EXECUTIVE,DESTIN,FL,RNAV (GPS) RWY 32,LP,440,1,420,N,1.0,N,56623
KBPT,2,6.0,6.0,10.0,2.0,5.656854249492381,JACK BROOKS RGNL,BEAUMONT-PORT ARTHUR,TX,RNAV (GPS) RWY 30,LPV,263, 0.75,251,N,1.0,Y,69216
KCRW,2,8.0,8.0,10.0,6.0,2.8284271247461903,YEAGER,CHARLESTON,WV,RNAV (GPS) Y RWY 23,LPV,1131,2400,200,Y,1.0,Y,45616
KSFB,1,10.0,10.0,10.0,10.0,,ORLANDO SANFORD INTL,ORLANDO,FL,RNAV (GPS) RWY 18,LPV,248, 0.75,200,N,1.0,Y,45923
KS25,1,5.0,5.0,5.0,5.0,,WATFORD CITY MUNI,WATFORD CITY,ND,RNAV (GPS) RWY 30,LPV,2567,1.25,456,N,1.0,N,69318
KBRO,1,10.0,10.0,10.0,10.0,,BROWNSVILLE/SOUTH PADRE ISLAND INTL,BROWNSVILLE,TX,RNAV (GPS) RWY 18,LP,340,1,321,N,1.0,Y,90425
KSBO,1,10.0,10.0,10.0,10.0,,EAST GEORGIA REGIONAL,SWAINSBORO,GA,RNAV (GPS) RWY 14,LPV,643,1,316,Y,1.0,Y,97603
KSFM,1,10.0,10.0,10.0,10.0,,SANFORD SEACOAST RGNL,SANFORD,ME,RNAV (GPS) RWY 25,LPV,496,1,261,N,1.0,Y,53521
KBKS,1,10.0,10.0,10.0,10.0,,BROOKS COUNTY,FALFURRIAS,TX,RNAV (GPS) RWY 35,LPV,362,1,250,N,1.0,N,49140
KBKE,1,10.0,10.0,10.0,10.0,,BAKER CITY MUNI,BAKER CITY,OR,RNAV (GPS) RWY 13,LPV,3621, 0.75,251,N,1.0,N,90133
KS33,1,10.0,10.0,10.0,10.0,,MADRAS MUNICIPAL,MADRAS,OR,RNAV (GPS) RWY 34,LPV,2687,1,250,N,1.0,N,60930
KCDW,1,10.0,10.0,10.0,10.0,,ESSEX COUNTY,CALDWELL,NJ,RNAV (GPS) RWY 04,LP,620,1,448,N,1.0,N,42622
KS39,1,10.0,10.0,10.0,10.0,,PRINEVILLE,PRINEVILLE,OR,RNAV (GPS) RWY 28,LP,3600,1.25,361,N,1.0,N,56235
KCAR,1,10.0,10.0,10.0,10.0,,CARIBOU MUNI,CARIBOU,ME,RNAV (GPS) RWY 19,LPV,870,1,250,N,1.0,N,65639
KBKV,1,10.0,10.0,10.0,10.0,,BROOKSVILLE-TAMPA BAY RGNL,BROOKSVILLE,FL,RNAV (GPS) RWY 27,LPV,442,1.25,373,N,1.0,Y,86408
KBUY,1,10.0,10.0,10.0,10.0,,BURLINGTON-ALAMANCE RGNL,BURLINGTON,NC,RNAV (GPS) RWY 06,LPV,866, 0.75,250,Y,1.0,Y,42911
KBMI,1,10.0,10.0,10.0,10.0,,CENTRAL IL RGNL ARPT AT BLOOMINGTON-NORMAL,BLOOMINGTON/NORMAL,IL,RNAV (GPS) RWY 02,LPV,1214,1.25,347,Y,1.0,Y,56303
KBMG,1,3.0,3.0,3.0,3.0,,MONROE COUNTY,BLOOMINGTON,IN,RNAV (GPS) RWY 17,LPV,1229,1.25,384,N,1.0,Y,56412
KSAD,1,10.0,10.0,10.0,10.0,,SAFFORD RGNL,SAFFORD,AZ,RNAV (GPS) RWY 12,LPV,3417,1,250,N,1.0,N,69516
KBLH,1,10.0,10.0,10.0,10.0,,BLYTHE,BLYTHE,CA,RNAV (GPS) RWY 26,LP,800,1,404,N,1.0,N,45626
KCCR,1,10.0,10.0,10.0,10.0,,BUCHANAN FIELD,CONCORD,CA,RNAV (GPS) RWY 19R,LPV,272, 0.75,250,N,1.0,N,86424
KSAN,1,10.0,10.0,10.0,10.0,,SAN DIEGO INTL,SAN DIEGO,CA,RNAV (GPS) Y RWY 27,LP,680,5000,663,N,1.0,Y,82527
KCEU,1,10.0,10.0,10.0,10.0,,OCONEE COUNTY RGNL,CLEMSON,SC,RNAV (GPS) RWY 25,LPV,1091, 0.75,200,N,1.0,N,50405
KIML,1,10.0,10.0,10.0,10.0,,IMPERIAL MUNI,IMPERIAL,NE,RNAV (GPS) RWY 13,LPV,3548,1,275,N,1.0,N,66003
KCEW,1,10.0,10.0,10.0,10.0,,BOB SIKES,CRESTVIEW,FL,RNAV (GPS) RWY 35,LPV,450,1,287,N,1.0,Y,40208
KRWL,1,10.0,10.0,10.0,10.0,,RAWLINS MUNI/HARVEY FIELD,RAWLINS,WY,RNAV (GPS) RWY 22,LPV,7131, 0.75,314,N,1.0,N,93716
KRBD,1,10.0,10.0,10.0,10.0,,DALLAS EXECUTIVE,DALLAS,TX,RNAV (GPS) RWY 31,LPV,860, 0.75,200,Y,1.0,Y,42699
KCRX,1,10.0,10.0,10.0,10.0,,ROSCOE TURNER,CORNITH,MS,RNAV (GPS) RWY 18,LPV,614, 0.5,200,Y,1.0,Y,72806
KPYX,1,10.0,10.0,10.0,10.0,,PERRYTON OCHILTREE COUNTY,PERRYTON,TX,RNAV (GPS) RWY 35,LPV,3168,0.875,250,N,1.0,N,77633
KCSG,1,10.0,10.0,10.0,10.0,,COLUMBUS,COLUMBUS ,GA,RNAV (GPS) RWY 06,LPV,674,2400,294,Y,1.0,Y,40001
KPWK,1,10.0,10.0,10.0,10.0,,CHICAGO EXECUTIVE,CHICAGO/PROSPECT HEIGHTS/WHEELING,IL,RNAV (GPS) RWY 16,LPV,905,1,262,Y,1.0,Y,45627
KPWD,1,10.0,10.0,10.0,10.0,,SHER-WOOD,PLENTYWOOD,MT,RNAV (GPS) RWY 30,LPV,2438, 0.75,200,N,1.0,N,50529
KCSV,1,10.0,10.0,10.0,10.0,,CROSSVILLE MEMORIAL-WHITSON FIELD,CROSSVILLE,TN,RNAV (GPS) RWY 26,LPV,2071, 0.75,200,Y,1.0,Y,65911
KCTJ,1,10.0,10.0,10.0,10.0,,WEST GEORGIA RGNL - O V GRAY FIELD,CARROLLTON,GA,RNAV (GPS) RWY 35,LPV,1390,1,250,Y,1.0,Y,60907
KCUB,1,10.0,10.0,10.0,10.0,,JIM HAMILTON L B OWENS,COLUMBIA,SC,RNAV (GPS) RWY 13,LP,780,1,587,N,1.0,N,49042
KPVD,1,10.0,10.0,10.0,10.0,,THEODORE FRANCIS GREEN STATE,PROVIDENCE,RI,RNAV (GPS) RWY 34,LPV,330,4000,280,Y,1.0,Y,58023
KPUC,1,10.0,10.0,10.0,10.0,,CARBON COUNTY RGNL/BUCK DAVIS FIELD,PRICE,UT,RNAV (GPS) RWY 01,LP,6240, 0.75,378,Y,1.0,Y,78037
KPUB,1,10.0,10.0,10.0,10.0,,PUEBLO MEMORIAL,PUEBLO,CO,RNAV (GPS) RWY 35,LP,4980,1,303,N,1.0,Y,42721
KPTT,1,10.0,10.0,10.0,10.0,,PRATT RGNL,PRATT,KS,RNAV (GPS) RWY 35,LPV,2203,1,250,N,1.0,N,86607
KPTS,1,10.0,10.0,10.0,10.0,,ATKINSON MUNI,PITTSBURG,KS,RNAV (GPS) RWY 22,LP,1300,1,398,N,1.0,N,82430
KCUH,1,10.0,10.0,10.0,10.0,,CUSHING MUNI,CUSHING,OK,RNAV (GPS) RWY 36,LPV,1151,0.875,250,N,1.0,N,90142
KPTB,1,10.0,10.0,10.0,10.0,,DINWIDDIE COUNTY,PETERSBURG,VA,RNAV (GPS) RWY 05,LPV,497,1,304,N,1.0,N,70705
KCWC,1,10.0,10.0,10.0,10.0,,KICKAPOO DOWNTOWN,WICHITA FALLS,TX,RNAV (GPS) RWY 35,LPV,1250,1,250,N,1.0,N,90438
KCWF,1,10.0,10.0,10.0,10.0,,CHENNAULT INTL,LAKE CHARLES,LA,RNAV (GPS) RWY 15,LPV,216, 0.5,200,Y,1.0,Y,45502
KPRC,1,10.0,10.0,10.0,10.0,,ERNEST A LOVE FIELD,PRESCOTT,AZ,RNAV (GPS) RWY 21L,LPV,5176, 0.5,200,Y,1.0,Y,40002
KPQN,1,10.0,10.0,10.0,10.0,,PIPESTONE MUNI,PIPESTONE,MN,RNAV (GPS) RWY 18,LPV,1987,1,250,N,1.0,N,40431
KCXU,1,10.0,10.0,10.0,10.0,,CAMILLA-MITCHELL COUNTY,CAMILLA,GA,RNAV (GPS) RWY 08,LPV,465,1,295,N,1.0,N,40033
KCRQ,1,10.0,10.0,10.0,10.0,,MC CLELLAN-PALOMAR,CARLSBAD,CA,RNAV (GPS) Y RWY 06,LPV,796,1.5,465,N,1.0,Y,40239
KCPT,1,10.0,10.0,10.0,10.0,,CLEBURNE RGNL,CLEBURNE,TX,RNAV (GPS) RWY 15,LPV,1240,1.375,386,N,1.0,N,61331
KCPK,1,10.0,10.0,10.0,10.0,,CHESAPEAKE RGNL,NORFOLK,VA,RNAV (GPS) RWY 23,LPV,311,1,292,N,1.0,Y,65922
KCMA,1,10.0,10.0,10.0,10.0,,CAMARILLO,CAMARILLO,CA,RNAV (GPS) Z RWY 26,LPV,327, 0.75,250,N,1.0,N,58202
KCJR,1,10.0,10.0,10.0,10.0,,CULPEPER RGNL,CULPEPER,VA,RNAV (GPS) RWY 22,LPV,657,1.25,342,N,1.0,N,59306
KRUE,1,10.0,10.0,10.0,10.0,,RUSSELLVILLE RGNL,RUSSELLVILLE,AR,RNAV (GPS) RWY 07,LPV,664,1,275,N,1.0,N,53601
